trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
B20121216WKD_037500_C..S04R,06:53:30,06:53:30,A40S,25,,0,0,
B20121216WKD_045250_C..N04R,07:58:00,07:58:00,A40N,16,,0,0,
B20121216WKD_046000_C..N04R,08:06:00,08:06:00,A40N,16,,0,0,
B20121216WKD_038550_C..S04R,07:05:30,07:05:30,A40S,25,,0,0,
B20121216WKD_046700_C..N04R,08:13:00,08:13:00,A40N,16,,0,0,
B20121216WKD_039600_C..S04R,07:16:00,07:16:00,A40S,25,,0,0,
B20121216WKD_047500_C..N04R,08:23:00,08:23:00,A40N,16,,0,0,
B20121216WKD_048250_C..N04R,08:29:00,08:29:00,A40N,16,,0,0,
B20121216WKD_040600_C..S04R,07:26:30,07:26:30,A40S,25,,0,0,
B20121216WKD_049200_C..N04R,08:38:00,08:38:00,A40N,16,,0,0,
B20121216WKD_041600_C..S04R,07:37:30,07:37:30,A40S,25,,0,0,
B20121216WKD_049900_C..N04R,08:44:30,08:44:30,A40N,16,,0,0,
B20121216WKD_042600_C..S04R,07:46:00,07:46:00,A40S,25,,0,0,
B20121216WKD_050700_C..N04R,08:52:00,08:52:00,A40N,16,,0,0,
B20121216WKD_043600_C..S04R,07:56:00,07:56:00,A40S,25,,0,0,
B20121216WKD_051550_C..N04R,09:01:00,09:01:00,A40N,16,,0,0,
B20121216WKD_044600_C..S04R,08:06:30,08:06:30,A40S,25,,0,0,
B20121216WKD_052600_C..N04R,09:10:30,09:10:30,A40N,16,,0,0,
B20121216WKD_045600_C..S04R,08:16:30,08:16:30,A40S,25,,0,0,
B20121216WKD_053350_C..N04R,09:18:00,09:18:00,A40N,16,,0,0,
B20121216WKD_046500_C..S04R,08:25:30,08:25:30,A40S,25,,0,0,
B20121216WKD_054550_C..N04R,09:30:00,09:30:00,A40N,16,,0,0,
B20121216WKD_047400_C..S04R,08:37:30,08:37:30,A40S,25,,0,0,
B20121216WKD_055450_C..N04R,09:39:00,09:39:00,A40N,16,,0,0,
B20121216WKD_048350_C..S04R,08:46:30,08:46:30,A40S,25,,0,0,
B20121216WKD_056350_C..N04R,09:48:00,09:48:00,A40N,16,,0,0,
B20121216WKD_049300_C..S04R,08:54:30,08:54:30,A40S,25,,0,0,
B20121216WKD_057350_C..N04R,09:58:00,09:58:00,A40N,16,,0,0,
B20121216WKD_050200_C..S04R,09:05:00,09:05:00,A40S,25,,0,0,
B20121216WKD_058350_C..N04R,10:09:00,10:09:00,A40N,16,,0,0,
B20121216WKD_051350_C..S04R,09:15:00,09:15:00,A40S,25,,0,0,
B20121216WKD_059350_C..N04R,10:19:00,10:19:00,A40N,16,,0,0,
B20121216WKD_052350_C..S04R,09:26:30,09:26:30,A40S,25,,0,0,
B20121216WKD_060350_C..N04R,10:28:00,10:28:00,A40N,16,,0,0,
B20121216WKD_053250_C..S04R,09:32:30,09:32:30,A40S,25,,0,0,
B20121216WKD_061350_C..N04R,10:38:00,10:38:00,A40N,16,,0,0,
B20121216WKD_054100_C..S04R,09:41:00,09:41:00,A40S,25,,0,0,
B20121216WKD_062350_C..N04R,10:48:00,10:48:00,A40N,16,,0,0,
B20121216WKD_054900_C..S04R,09:49:00,09:49:00,A40S,25,,0,0,
B20121216WKD_063350_C..N04R,10:58:00,10:58:00,A40N,16,,0,0,
B20121216WKD_055700_C..S04R,09:56:30,09:56:30,A40S,25,,0,0,
B20121216WKD_064350_C..N04R,11:08:00,11:08:00,A40N,16,,0,0,
B20121216WKD_056600_C..S04R,10:05:00,10:05:00,A40S,25,,0,0,
B20121216WKD_065350_C..N04R,11:18:00,11:18:00,A40N,16,,0,0,
B20121216WKD_057600_C..S04R,10:17:00,10:17:00,A40S,25,,0,0,
B20121216WKD_066350_C..N04R,11:28:00,11:28:00,A40N,16,,0,0,
B20121216WKD_058600_C..S04R,10:25:30,10:25:30,A40S,25,,0,0,
B20121216WKD_067350_C..N04R,11:38:00,11:38:00,A40N,16,,0,0,
B20121216WKD_059600_C..S04R,10:34:30,10:34:30,A40S,25,,0,0,
B20121216WKD_068350_C..N04R,11:48:00,11:48:00,A40N,16,,0,0,
B20121216WKD_060600_C..S04R,10:44:30,10:44:30,A40S,25,,0,0,
B20121216WKD_069350_C..N04R,11:58:00,11:58:00,A40N,16,,0,0,
B20121216WKD_061600_C..S04R,10:56:00,10:56:00,A40S,25,,0,0,
B20121216WKD_070350_C..N04R,12:08:00,12:08:00,A40N,16,,0,0,
B20121216WKD_062600_C..S04R,11:04:30,11:04:30,A40S,25,,0,0,
B20121216WKD_071350_C..N04R,12:18:00,12:18:00,A40N,16,,0,0,
B20121216WKD_063600_C..S04R,11:14:30,11:14:30,A40S,25,,0,0,
B20121216WKD_072350_C..N04R,12:28:00,12:28:00,A40N,16,,0,0,
B20121216WKD_064600_C..S04R,11:24:30,11:24:30,A40S,25,,0,0,
B20121216WKD_073350_C..N04R,12:38:00,12:38:00,A40N,16,,0,0,
B20121216WKD_065600_C..S04R,11:34:30,11:34:30,A40S,25,,0,0,
B20121216WKD_074350_C..N04R,12:48:00,12:48:00,A40N,16,,0,0,
B20121216WKD_066600_C..S04R,11:44:30,11:44:30,A40S,25,,0,0,
B20121216WKD_075350_C..N04R,12:58:00,12:58:00,A40N,16,,0,0,
B20121216WKD_067600_C..S04R,11:54:30,11:54:30,A40S,25,,0,0,
B20121216WKD_076350_C..N04R,13:08:00,13:08:00,A40N,16,,0,0,
B20121216WKD_068600_C..S04R,12:04:30,12:04:30,A40S,25,,0,0,
B20121216WKD_077350_C..N04R,13:18:00,13:18:00,A40N,16,,0,0,
B20121216WKD_069600_C..S04R,12:14:30,12:14:30,A40S,25,,0,0,
B20121216WKD_078350_C..N04R,13:28:00,13:28:00,A40N,16,,0,0,
B20121216WKD_070600_C..S04R,12:24:30,12:24:30,A40S,25,,0,0,
B20121216WKD_079350_C..N04R,13:38:00,13:38:00,A40N,16,,0,0,
B20121216WKD_071600_C..S04R,12:34:30,12:34:30,A40S,25,,0,0,
B20121216WKD_080350_C..N04R,13:48:00,13:48:00,A40N,16,,0,0,
B20121216WKD_072600_C..S04R,12:44:30,12:44:30,A40S,25,,0,0,
B20121216WKD_081350_C..N04R,13:58:00,13:58:00,A40N,16,,0,0,
B20121216WKD_073600_C..S04R,12:54:30,12:54:30,A40S,25,,0,0,
B20121216WKD_082350_C..N04R,14:08:00,14:08:00,A40N,16,,0,0,
B20121216WKD_074600_C..S04R,13:04:30,13:04:30,A40S,25,,0,0,
B20121216WKD_083350_C..N04R,14:18:00,14:18:00,A40N,16,,0,0,
B20121216WKD_075600_C..S04R,13:14:30,13:14:30,A40S,25,,0,0,
B20121216WKD_084350_C..N04R,14:28:00,14:28:00,A40N,16,,0,0,
B20121216WKD_076600_C..S04R,13:24:30,13:24:30,A40S,25,,0,0,
B20121216WKD_085350_C..N04R,14:38:00,14:38:00,A40N,16,,0,0,
B20121216WKD_077600_C..S04R,13:34:30,13:34:30,A40S,25,,0,0,
B20121216WKD_086350_C..N04R,14:48:00,14:48:00,A40N,16,,0,0,
B20121216WKD_078600_C..S04R,13:44:30,13:44:30,A40S,25,,0,0,
B20121216WKD_087350_C..N04R,14:58:00,14:58:00,A40N,16,,0,0,
B20121216WKD_079600_C..S04R,13:54:30,13:54:30,A40S,25,,0,0,
B20121216WKD_088350_C..N04R,15:08:00,15:08:00,A40N,16,,0,0,
B20121216WKD_080600_C..S04R,14:04:30,14:04:30,A40S,25,,0,0,
B20121216WKD_089350_C..N04R,15:18:00,15:18:00,A40N,16,,0,0,
B20121216WKD_081600_C..S04R,14:14:30,14:14:30,A40S,25,,0,0,
B20121216WKD_090350_C..N04R,15:28:00,15:28:00,A40N,16,,0,0,
B20121216WKD_082600_C..S04R,14:24:30,14:24:30,A40S,25,,0,0,
B20121216WKD_091350_C..N04R,15:38:00,15:38:00,A40N,16,,0,0,
B20121216WKD_083600_C..S04R,14:34:30,14:34:30,A40S,25,,0,0,
B20121216WKD_092150_C..N04R,15:46:00,15:46:00,A40N,16,,0,0,
B20121216WKD_084600_C..S04R,14:45:30,14:45:30,A40S,25,,0,0,
B20121216WKD_093250_C..N04R,15:57:00,15:57:00,A40N,16,,0,0,
B20121216WKD_085600_C..S04R,14:54:30,14:54:30,A40S,25,,0,0,
B20121216WKD_094250_C..N04R,16:07:00,16:07:00,A40N,16,,0,0,
B20121216WKD_086600_C..S04R,15:04:30,15:04:30,A40S,25,,0,0,
B20121216WKD_095050_C..N04R,16:15:00,16:15:00,A40N,16,,0,0,
B20121216WKD_087600_C..S04R,15:15:30,15:15:30,A40S,25,,0,0,
B20121216WKD_096000_C..N04R,16:24:30,16:24:30,A40N,16,,0,0,
B20121216WKD_088600_C..S04R,15:24:30,15:24:30,A40S,25,,0,0,
B20121216WKD_097050_C..N04R,16:36:00,16:36:00,A40N,16,,0,0,
B20121216WKD_089600_C..S04R,15:36:30,15:36:30,A40S,25,,0,0,
B20121216WKD_098050_C..N04R,16:45:00,16:45:00,A40N,16,,0,0,
B20121216WKD_090600_C..S04R,15:44:30,15:44:30,A40S,25,,0,0,
B20121216WKD_099150_C..N04R,16:56:30,16:56:30,A40N,16,,0,0,
B20121216WKD_091600_C..S04R,15:55:30,15:55:30,A40S,25,,0,0,
B20121216WKD_100150_C..N04R,17:06:30,17:06:30,A40N,16,,0,0,
B20121216WKD_092600_C..S04R,16:07:30,16:07:30,A40S,25,,0,0,
B20121216WKD_100950_C..N04R,17:14:00,17:14:00,A40N,16,,0,0,
B20121216WKD_093550_C..S04R,16:16:00,16:16:00,A40S,25,,0,0,
B20121216WKD_102050_C..N04R,17:25:30,17:25:30,A40N,16,,0,0,
B20121216WKD_094600_C..S04R,16:26:00,16:26:00,A40S,25,,0,0,
B20121216WKD_103150_C..N04R,17:36:00,17:36:00,A40N,16,,0,0,
B20121216WKD_095600_C..S04R,16:37:00,16:37:00,A40S,25,,0,0,
B20121216WKD_104300_C..N04R,17:47:30,17:47:30,A40N,16,,0,0,
B20121216WKD_096700_C..S04R,16:47:00,16:47:00,A40S,25,,0,0,
B20121216WKD_105250_C..N04R,17:57:00,17:57:00,A40N,16,,0,0,
B20121216WKD_097600_C..S04R,16:56:00,16:56:00,A40S,25,,0,0,
B20121216WKD_106300_C..N04R,18:07:30,18:07:30,A40N,16,,0,0,
B20121216WKD_098600_C..S04R,17:06:00,17:06:00,A40S,25,,0,0,
B20121216WKD_107150_C..N04R,18:16:00,18:16:00,A40N,16,,0,0,
B20121216WKD_099250_C..S04R,17:14:00,17:14:00,A40S,25,,0,0,
B20121216WKD_108300_C..N04R,18:28:00,18:28:00,A40N,16,,0,0,
B20121216WKD_100050_C..S04R,17:24:00,17:24:00,A40S,25,,0,0,
B20121216WKD_109300_C..N04R,18:37:30,18:37:30,A40N,16,,0,0,
B20121216WKD_101350_C..S04R,17:34:00,17:34:00,A40S,25,,0,0,
B20121216WKD_110300_C..N04R,18:47:30,18:47:30,A40N,16,,0,0,
B20121216WKD_102050_C..S04R,17:44:00,17:44:00,A40S,25,,0,0,
B20121216WKD_111300_C..N04R,18:57:30,18:57:30,A40N,16,,0,0,
B20121216WKD_103050_C..S04R,17:52:00,17:52:00,A40S,25,,0,0,
B20121216WKD_112300_C..N04R,19:08:00,19:08:00,A40N,16,,0,0,
B20121216WKD_104100_C..S04R,18:01:30,18:01:30,A40S,25,,0,0,
B20121216WKD_113300_C..N04R,19:17:30,19:17:30,A40N,16,,0,0,
B20121216WKD_105250_C..S04R,18:13:00,18:13:00,A40S,25,,0,0,
B20121216WKD_114300_C..N04R,19:27:30,19:27:30,A40N,16,,0,0,
B20121216WKD_106450_C..S04R,18:26:00,18:26:00,A40S,25,,0,0,
B20121216WKD_115300_C..N04R,19:37:30,19:37:30,A40N,16,,0,0,
B20121216WKD_107400_C..S04R,18:34:00,18:34:00,A40S,25,,0,0,
B20121216WKD_116350_C..N04R,19:48:00,19:48:00,A40N,16,,0,0,
B20121216WKD_108350_C..S04R,18:44:00,18:44:00,A40S,25,,0,0,
B20121216WKD_117350_C..N04R,19:58:00,19:58:00,A40N,16,,0,0,
B20121216WKD_109350_C..S04R,18:53:30,18:53:30,A40S,25,,0,0,
B20121216WKD_118350_C..N04R,20:08:00,20:08:00,A40N,16,,0,0,
B20121216WKD_110450_C..S04R,19:05:00,19:05:00,A40S,25,,0,0,
B20121216WKD_119200_C..N04R,20:16:30,20:16:30,A40N,16,,0,0,
B20121216WKD_111500_C..S04R,19:14:00,19:14:00,A40S,25,,0,0,
B20121216WKD_120350_C..N04R,20:28:00,20:28:00,A40N,16,,0,0,
B20121216WKD_112550_C..S04R,19:25:00,19:25:00,A40S,25,,0,0,
B20121216WKD_121350_C..N04R,20:38:00,20:38:00,A40N,16,,0,0,
B20121216WKD_113550_C..S04R,19:35:30,19:35:30,A40S,25,,0,0,
B20121216WKD_122350_C..N04R,20:49:00,20:49:00,A40N,16,,0,0,
B20121216WKD_114550_C..S04R,19:44:30,19:44:30,A40S,25,,0,0,
B20121216WKD_123350_C..N04R,20:58:00,20:58:00,A40N,16,,0,0,
B20121216WKD_115550_C..S04R,19:56:00,19:56:00,A40S,25,,0,0,
B20121216WKD_116550_C..S04R,20:04:00,20:04:00,A40S,25,,0,0,
B20121216WKD_124400_C..N04R,21:08:00,21:08:00,A40N,16,,0,0,
B20121216WKD_117550_C..S04R,20:13:30,20:13:30,A40S,25,,0,0,
B20121216WKD_125400_C..N04R,21:18:00,21:18:00,A40N,16,,0,0,
B20121216WKD_118550_C..S04R,20:24:00,20:24:00,A40S,25,,0,0,
B20121216WKD_126600_C..N04R,21:30:00,21:30:00,A40N,16,,0,0,
B20121216WKD_119550_C..S04R,20:33:30,20:33:30,A40S,25,,0,0,
B20121216WKD_127900_C..N04R,21:42:00,21:42:00,A40N,16,,0,0,
B20121216WKD_120550_C..S04R,20:44:00,20:44:00,A40S,25,,0,0,
B20121216WKD_129100_C..N04R,21:54:00,21:54:00,A40N,16,,0,0,
B20121216WKD_121550_C..S04R,20:54:00,20:54:00,A40S,25,,0,0,
B20121216WKD_130300_C..N04R,22:06:00,22:06:00,A40N,16,,0,0,
B20121216WKD_122550_C..S04R,21:03:30,21:03:30,A40S,25,,0,0,
B20121216WKD_123550_C..S04R,21:13:30,21:13:30,A40S,25,,0,0,
B20121216WKD_131500_C..N04R,22:18:00,22:18:00,A40N,16,,0,0,
B20121216WKD_124550_C..S04R,21:24:00,21:24:00,A40S,25,,0,0,
B20121216WKD_132700_C..N04R,22:30:00,22:30:00,A40N,16,,0,0,
B20121216WKD_125650_C..S04R,21:34:30,21:34:30,A40S,25,,0,0,
B20121216WKD_133900_C..N04R,22:42:00,22:42:00,A40N,16,,0,0,
B20121216WKD_126750_C..S04R,21:46:00,21:46:00,A40S,25,,0,0,
B20121216WKD_127900_C..S04R,21:57:00,21:57:00,A40S,25,,0,0,
B20121216WKD_129250_C..S04R,22:10:30,22:10:30,A40S,25,,0,0,
B20121216WKD_130450_C..S04R,22:22:30,22:22:30,A40S,25,,0,0,
B20121216WKD_131650_C..S04R,22:34:30,22:34:30,A40S,25,,0,0,
B20121216WKD_132850_C..S04R,22:46:30,22:46:30,A40S,25,,0,0,
B20121216SAT_035300_C..N04R,06:16:30,06:16:30,A40N,16,,0,0,
B20121216SAT_037300_C..N04R,06:36:30,06:36:30,A40N,16,,0,0,
B20121216SAT_039300_C..N04R,06:56:30,06:56:30,A40N,16,,0,0,
B20121216SAT_041150_C..N04R,07:15:30,07:15:30,A40N,16,,0,0,
B20121216SAT_033900_C..S04R,06:17:30,06:17:30,A40S,25,,0,0,
B20121216SAT_042550_C..N04R,07:29:30,07:29:30,A40N,16,,0,0,
B20121216SAT_035900_C..S04R,06:37:30,06:37:30,A40S,25,,0,0,
B20121216SAT_044350_C..N04R,07:47:30,07:47:30,A40N,16,,0,0,
B20121216SAT_045350_C..N04R,07:57:30,07:57:30,A40N,16,,0,0,
B20121216SAT_037900_C..S04R,06:57:00,06:57:00,A40S,25,,0,0,
B20121216SAT_046350_C..N04R,08:07:30,08:07:30,A40N,16,,0,0,
B20121216SAT_047350_C..N04R,08:17:30,08:17:30,A40N,16,,0,0,
B20121216SAT_039900_C..S04R,07:18:00,07:18:00,A40S,25,,0,0,
B20121216SAT_048350_C..N04R,08:27:30,08:27:30,A40N,16,,0,0,
B20121216SAT_041450_C..S04R,07:33:00,07:33:00,A40S,25,,0,0,
B20121216SAT_049350_C..N04R,08:37:30,08:37:30,A40N,16,,0,0,
B20121216SAT_050350_C..N04R,08:47:30,08:47:30,A40N,16,,0,0,
B20121216SAT_042850_C..S04R,07:48:00,07:48:00,A40S,25,,0,0,
B20121216SAT_051350_C..N04R,08:57:30,08:57:30,A40N,16,,0,0,
B20121216SAT_043900_C..S04R,07:58:00,07:58:00,A40S,25,,0,0,
B20121216SAT_052350_C..N04R,09:07:30,09:07:30,A40N,16,,0,0,
B20121216SAT_044900_C..S04R,08:08:00,08:08:00,A40S,25,,0,0,
B20121216SAT_053350_C..N04R,09:17:30,09:17:30,A40N,16,,0,0,
B20121216SAT_045900_C..S04R,08:18:00,08:18:00,A40S,25,,0,0,
B20121216SAT_054350_C..N04R,09:27:30,09:27:30,A40N,16,,0,0,
B20121216SAT_046900_C..S04R,08:28:00,08:28:00,A40S,25,,0,0,
B20121216SAT_055350_C..N04R,09:37:30,09:37:30,A40N,16,,0,0,
B20121216SAT_047900_C..S04R,08:38:00,08:38:00,A40S,25,,0,0,
B20121216SAT_056350_C..N04R,09:47:30,09:47:30,A40N,16,,0,0,
B20121216SAT_048900_C..S04R,08:48:00,08:48:00,A40S,25,,0,0,
B20121216SAT_057350_C..N04R,09:57:30,09:57:30,A40N,16,,0,0,
B20121216SAT_049900_C..S04R,08:58:00,08:58:00,A40S,25,,0,0,
B20121216SAT_058350_C..N04R,10:07:30,10:07:30,A40N,16,,0,0,
B20121216SAT_050900_C..S04R,09:08:00,09:08:00,A40S,25,,0,0,
B20121216SAT_059350_C..N04R,10:17:30,10:17:30,A40N,16,,0,0,
B20121216SAT_051900_C..S04R,09:18:00,09:18:00,A40S,25,,0,0,
B20121216SAT_060350_C..N04R,10:27:30,10:27:30,A40N,16,,0,0,
B20121216SAT_052900_C..S04R,09:28:00,09:28:00,A40S,25,,0,0,
B20121216SAT_061350_C..N04R,10:37:30,10:37:30,A40N,16,,0,0,
B20121216SAT_053900_C..S04R,09:38:00,09:38:00,A40S,25,,0,0,
B20121216SAT_062350_C..N04R,10:47:30,10:47:30,A40N,16,,0,0,
B20121216SAT_054900_C..S04R,09:48:00,09:48:00,A40S,25,,0,0,
B20121216SAT_063350_C..N04R,10:57:30,10:57:30,A40N,16,,0,0,
B20121216SAT_055900_C..S04R,09:58:00,09:58:00,A40S,25,,0,0,
B20121216SAT_064350_C..N04R,11:07:30,11:07:30,A40N,16,,0,0,
B20121216SAT_056900_C..S04R,10:08:00,10:08:00,A40S,25,,0,0,
B20121216SAT_065350_C..N04R,11:17:30,11:17:30,A40N,16,,0,0,
B20121216SAT_057900_C..S04R,10:18:00,10:18:00,A40S,25,,0,0,
B20121216SAT_066350_C..N04R,11:27:30,11:27:30,A40N,16,,0,0,
B20121216SAT_058900_C..S04R,10:28:00,10:28:00,A40S,25,,0,0,
B20121216SAT_067350_C..N04R,11:37:30,11:37:30,A40N,16,,0,0,
B20121216SAT_059900_C..S04R,10:38:00,10:38:00,A40S,25,,0,0,
B20121216SAT_068350_C..N04R,11:47:30,11:47:30,A40N,16,,0,0,
B20121216SAT_060900_C..S04R,10:48:00,10:48:00,A40S,25,,0,0,
B20121216SAT_069350_C..N04R,11:57:30,11:57:30,A40N,16,,0,0,
B20121216SAT_061900_C..S04R,10:58:00,10:58:00,A40S,25,,0,0,
B20121216SAT_070350_C..N04R,12:07:30,12:07:30,A40N,16,,0,0,
B20121216SAT_062900_C..S04R,11:08:00,11:08:00,A40S,25,,0,0,
B20121216SAT_071350_C..N04R,12:17:30,12:17:30,A40N,16,,0,0,
B20121216SAT_063900_C..S04R,11:18:00,11:18:00,A40S,25,,0,0,
B20121216SAT_072350_C..N04R,12:27:30,12:27:30,A40N,16,,0,0,
B20121216SAT_064900_C..S04R,11:28:00,11:28:00,A40S,25,,0,0,
B20121216SAT_073350_C..N04R,12:37:30,12:37:30,A40N,16,,0,0,
B20121216SAT_065900_C..S04R,11:38:00,11:38:00,A40S,25,,0,0,
B20121216SAT_074350_C..N04R,12:47:30,12:47:30,A40N,16,,0,0,
B20121216SAT_066900_C..S04R,11:48:00,11:48:00,A40S,25,,0,0,
B20121216SAT_075350_C..N04R,12:57:30,12:57:30,A40N,16,,0,0,
B20121216SAT_067900_C..S04R,11:58:00,11:58:00,A40S,25,,0,0,
B20121216SAT_076350_C..N04R,13:07:30,13:07:30,A40N,16,,0,0,
B20121216SAT_068900_C..S04R,12:08:00,12:08:00,A40S,25,,0,0,
B20121216SAT_077350_C..N04R,13:17:30,13:17:30,A40N,16,,0,0,
B20121216SAT_069900_C..S04R,12:18:00,12:18:00,A40S,25,,0,0,
B20121216SAT_078350_C..N04R,13:27:30,13:27:30,A40N,16,,0,0,
B20121216SAT_070900_C..S04R,12:28:00,12:28:00,A40S,25,,0,0,
B20121216SAT_079350_C..N04R,13:37:30,13:37:30,A40N,16,,0,0,
B20121216SAT_071900_C..S04R,12:38:00,12:38:00,A40S,25,,0,0,
B20121216SAT_080350_C..N04R,13:47:30,13:47:30,A40N,16,,0,0,
B20121216SAT_072900_C..S04R,12:48:00,12:48:00,A40S,25,,0,0,
B20121216SAT_081350_C..N04R,13:57:30,13:57:30,A40N,16,,0,0,
B20121216SAT_073900_C..S04R,12:58:00,12:58:00,A40S,25,,0,0,
B20121216SAT_082350_C..N04R,14:07:30,14:07:30,A40N,16,,0,0,
B20121216SAT_074900_C..S04R,13:08:00,13:08:00,A40S,25,,0,0,
B20121216SAT_083350_C..N04R,14:17:30,14:17:30,A40N,16,,0,0,
B20121216SAT_075900_C..S04R,13:18:00,13:18:00,A40S,25,,0,0,
B20121216SAT_084350_C..N04R,14:27:30,14:27:30,A40N,16,,0,0,
B20121216SAT_076900_C..S04R,13:28:00,13:28:00,A40S,25,,0,0,
B20121216SAT_085350_C..N04R,14:37:30,14:37:30,A40N,16,,0,0,
B20121216SAT_077900_C..S04R,13:38:00,13:38:00,A40S,25,,0,0,
B20121216SAT_086350_C..N04R,14:47:30,14:47:30,A40N,16,,0,0,
B20121216SAT_078900_C..S04R,13:48:00,13:48:00,A40S,25,,0,0,
B20121216SAT_087350_C..N04R,14:57:30,14:57:30,A40N,16,,0,0,
B20121216SAT_079900_C..S04R,13:58:00,13:58:00,A40S,25,,0,0,
B20121216SAT_088350_C..N04R,15:07:30,15:07:30,A40N,16,,0,0,
B20121216SAT_080900_C..S04R,14:08:00,14:08:00,A40S,25,,0,0,
B20121216SAT_089350_C..N04R,15:17:30,15:17:30,A40N,16,,0,0,
B20121216SAT_081900_C..S04R,14:18:00,14:18:00,A40S,25,,0,0,
B20121216SAT_090350_C..N04R,15:27:30,15:27:30,A40N,16,,0,0,
B20121216SAT_082900_C..S04R,14:28:00,14:28:00,A40S,25,,0,0,
B20121216SAT_091350_C..N04R,15:37:30,15:37:30,A40N,16,,0,0,
B20121216SAT_083900_C..S04R,14:38:00,14:38:00,A40S,25,,0,0,
B20121216SAT_092350_C..N04R,15:47:30,15:47:30,A40N,16,,0,0,
B20121216SAT_084900_C..S04R,14:48:00,14:48:00,A40S,25,,0,0,
B20121216SAT_093350_C..N04R,15:57:30,15:57:30,A40N,16,,0,0,
B20121216SAT_085900_C..S04R,14:58:00,14:58:00,A40S,25,,0,0,
B20121216SAT_094350_C..N04R,16:07:30,16:07:30,A40N,16,,0,0,
B20121216SAT_086900_C..S04R,15:08:00,15:08:00,A40S,25,,0,0,
B20121216SAT_095350_C..N04R,16:17:30,16:17:30,A40N,16,,0,0,
B20121216SAT_087900_C..S04R,15:18:00,15:18:00,A40S,25,,0,0,
B20121216SAT_096350_C..N04R,16:27:30,16:27:30,A40N,16,,0,0,
B20121216SAT_088900_C..S04R,15:28:00,15:28:00,A40S,25,,0,0,
B20121216SAT_097350_C..N04R,16:37:30,16:37:30,A40N,16,,0,0,
B20121216SAT_089900_C..S04R,15:38:00,15:38:00,A40S,25,,0,0,
B20121216SAT_098350_C..N04R,16:47:30,16:47:30,A40N,16,,0,0,
B20121216SAT_090900_C..S04R,15:48:00,15:48:00,A40S,25,,0,0,
B20121216SAT_099350_C..N04R,16:57:30,16:57:30,A40N,16,,0,0,
B20121216SAT_091900_C..S04R,15:58:00,15:58:00,A40S,25,,0,0,
B20121216SAT_100350_C..N04R,17:07:30,17:07:30,A40N,16,,0,0,
B20121216SAT_092900_C..S04R,16:08:00,16:08:00,A40S,25,,0,0,
B20121216SAT_101350_C..N04R,17:17:30,17:17:30,A40N,16,,0,0,
B20121216SAT_093900_C..S04R,16:18:00,16:18:00,A40S,25,,0,0,
B20121216SAT_102350_C..N04R,17:27:30,17:27:30,A40N,16,,0,0,
B20121216SAT_094900_C..S04R,16:28:00,16:28:00,A40S,25,,0,0,
B20121216SAT_103350_C..N04R,17:37:30,17:37:30,A40N,16,,0,0,
B20121216SAT_095900_C..S04R,16:38:00,16:38:00,A40S,25,,0,0,
B20121216SAT_104350_C..N04R,17:47:30,17:47:30,A40N,16,,0,0,
B20121216SAT_096900_C..S04R,16:48:00,16:48:00,A40S,25,,0,0,
B20121216SAT_105350_C..N04R,17:57:30,17:57:30,A40N,16,,0,0,
B20121216SAT_097900_C..S04R,16:58:00,16:58:00,A40S,25,,0,0,
B20121216SAT_106350_C..N04R,18:07:30,18:07:30,A40N,16,,0,0,
B20121216SAT_098900_C..S04R,17:08:00,17:08:00,A40S,25,,0,0,
B20121216SAT_107450_C..N04R,18:18:30,18:18:30,A40N,16,,0,0,
B20121216SAT_099900_C..S04R,17:18:00,17:18:00,A40S,25,,0,0,
B20121216SAT_108550_C..N04R,18:29:30,18:29:30,A40N,16,,0,0,
B20121216SAT_100900_C..S04R,17:28:00,17:28:00,A40S,25,,0,0,
B20121216SAT_101900_C..S04R,17:38:00,17:38:00,A40S,25,,0,0,
B20121216SAT_109950_C..N04R,18:44:30,18:44:30,A40N,16,,0,0,
B20121216SAT_102900_C..S04R,17:48:00,17:48:00,A40S,25,,0,0,
B20121216SAT_111050_C..N04R,18:54:30,18:54:30,A40N,16,,0,0,
B20121216SAT_103900_C..S04R,17:58:00,17:58:00,A40S,25,,0,0,
B20121216SAT_112350_C..N04R,19:07:30,19:07:30,A40N,16,,0,0,
B20121216SAT_105000_C..S04R,18:08:30,18:08:30,A40S,25,,0,0,
B20121216SAT_113350_C..N04R,19:17:30,19:17:30,A40N,16,,0,0,
B20121216SAT_106250_C..S04R,18:22:30,18:22:30,A40S,25,,0,0,
B20121216SAT_114450_C..N04R,19:28:30,19:28:30,A40N,16,,0,0,
B20121216SAT_107450_C..S04R,18:33:00,18:33:00,A40S,25,,0,0,
B20121216SAT_115550_C..N04R,19:39:30,19:39:30,A40N,16,,0,0,
B20121216SAT_108550_C..S04R,18:44:00,18:44:00,A40S,25,,0,0,
B20121216SAT_117000_C..N04R,19:55:30,19:55:30,A40N,16,,0,0,
B20121216SAT_109850_C..S04R,18:58:00,18:58:00,A40S,25,,0,0,
B20121216SAT_118150_C..N04R,20:05:30,20:05:30,A40N,16,,0,0,
B20121216SAT_111000_C..S04R,19:08:30,19:08:30,A40S,25,,0,0,
B20121216SAT_119400_C..N04R,20:18:00,20:18:00,A40N,16,,0,0,
B20121216SAT_112250_C..S04R,19:22:30,19:22:30,A40S,25,,0,0,
B20121216SAT_120550_C..N04R,20:29:30,20:29:30,A40N,16,,0,0,
