trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
B20121216SAT_113450_C..S04R,19:33:00,19:33:00,A40S,25,,0,0,
B20121216SAT_121950_C..N04R,20:45:30,20:45:30,A40N,16,,0,0,
B20121216SAT_114500_C..S04R,19:43:00,19:43:00,A40S,25,,0,0,
B20121216SAT_123200_C..N04R,20:55:30,20:55:30,A40N,16,,0,0,
B20121216SAT_115850_C..S04R,19:57:00,19:57:00,A40S,25,,0,0,
B20121216SAT_124250_C..N04R,21:06:00,21:06:00,A40N,16,,0,0,
B20121216SAT_117050_C..S04R,20:08:30,20:08:30,A40S,25,,0,0,
B20121216SAT_125450_C..N04R,21:18:00,21:18:00,A40N,16,,0,0,
B20121216SAT_118250_C..S04R,20:22:30,20:22:30,A40S,25,,0,0,
B20121216SAT_126600_C..N04R,21:29:30,21:29:30,A40N,16,,0,0,
B20121216SAT_119450_C..S04R,20:32:30,20:32:30,A40S,25,,0,0,
B20121216SAT_128000_C..N04R,21:45:30,21:45:30,A40N,16,,0,0,
B20121216SAT_120500_C..S04R,20:43:00,20:43:00,A40S,25,,0,0,
B20121216SAT_129050_C..N04R,21:55:30,21:55:30,A40N,16,,0,0,
B20121216SAT_121850_C..S04R,20:57:00,20:57:00,A40S,25,,0,0,
B20121216SAT_130250_C..N04R,22:06:00,22:06:00,A40N,16,,0,0,
B20121216SAT_123250_C..S04R,21:12:30,21:12:30,A40S,25,,0,0,
B20121216SAT_131450_C..N04R,22:18:00,22:18:00,A40N,16,,0,0,
B20121216SAT_124250_C..S04R,21:22:30,21:22:30,A40S,25,,0,0,
B20121216SAT_132750_C..N04R,22:31:00,22:31:00,A40N,16,,0,0,
B20121216SAT_125450_C..S04R,21:32:30,21:32:30,A40S,25,,0,0,
B20121216SAT_134100_C..N04R,22:44:00,22:44:00,A40N,16,,0,0,
B20121216SAT_126600_C..S04R,21:44:00,21:44:00,A40S,25,,0,0,
B20121216SAT_127850_C..S04R,21:57:00,21:57:00,A40S,25,,0,0,
B20121216SAT_129050_C..S04R,22:08:30,22:08:30,A40S,25,,0,0,
B20121216SAT_130250_C..S04R,22:22:30,22:22:30,A40S,25,,0,0,
B20121216SAT_131450_C..S04R,22:32:30,22:32:30,A40S,25,,0,0,
B20121216SAT_132950_C..S04R,22:47:30,22:47:30,A40S,25,,0,0,
B20121216SUN_043300_C..N04R,07:36:00,07:36:00,A40N,16,,0,0,
B20121216SUN_045300_C..N04R,07:56:30,07:56:30,A40N,16,,0,0,
B20121216SUN_047300_C..N04R,08:16:30,08:16:30,A40N,16,,0,0,
B20121216SUN_049300_C..N04R,08:36:30,08:36:30,A40N,16,,0,0,
B20121216SUN_041900_C..S04R,07:37:00,07:37:00,A40S,25,,0,0,
B20121216SUN_050600_C..N04R,08:49:00,08:49:00,A40N,16,,0,0,
B20121216SUN_043900_C..S04R,07:57:30,07:57:30,A40S,25,,0,0,
B20121216SUN_052300_C..N04R,09:06:30,09:06:30,A40N,16,,0,0,
B20121216SUN_045900_C..S04R,08:17:00,08:17:00,A40S,25,,0,0,
B20121216SUN_053750_C..N04R,09:20:30,09:20:30,A40N,16,,0,0,
B20121216SUN_047400_C..S04R,08:32:00,08:32:00,A40S,25,,0,0,
B20121216SUN_055300_C..N04R,09:36:30,09:36:30,A40N,16,,0,0,
B20121216SUN_048900_C..S04R,08:48:30,08:48:30,A40S,25,,0,0,
B20121216SUN_056600_C..N04R,09:49:00,09:49:00,A40N,16,,0,0,
B20121216SUN_050400_C..S04R,09:03:30,09:03:30,A40S,25,,0,0,
B20121216SUN_058300_C..N04R,10:06:30,10:06:30,A40N,16,,0,0,
B20121216SUN_051900_C..S04R,09:17:00,09:17:00,A40S,25,,0,0,
B20121216SUN_059500_C..N04R,10:18:00,10:18:00,A40N,16,,0,0,
B20121216SUN_060650_C..N04R,10:30:00,10:30:00,A40N,16,,0,0,
B20121216SUN_053400_C..S04R,09:32:00,09:32:00,A40S,25,,0,0,
B20121216SUN_061850_C..N04R,10:41:30,10:41:30,A40N,16,,0,0,
B20121216SUN_054900_C..S04R,09:48:30,09:48:30,A40S,25,,0,0,
B20121216SUN_063350_C..N04R,10:56:30,10:56:30,A40N,16,,0,0,
B20121216SUN_056400_C..S04R,10:02:00,10:02:00,A40S,25,,0,0,
B20121216SUN_064350_C..N04R,11:06:30,11:06:30,A40N,16,,0,0,
B20121216SUN_057900_C..S04R,10:17:30,10:17:30,A40S,25,,0,0,
B20121216SUN_065550_C..N04R,11:18:30,11:18:30,A40N,16,,0,0,
B20121216SUN_066550_C..N04R,11:28:30,11:28:30,A40N,16,,0,0,
B20121216SUN_059400_C..S04R,10:32:00,10:32:00,A40S,25,,0,0,
B20121216SUN_067550_C..N04R,11:38:30,11:38:30,A40N,16,,0,0,
B20121216SUN_060950_C..S04R,10:48:30,10:48:30,A40S,25,,0,0,
B20121216SUN_068550_C..N04R,11:48:30,11:48:30,A40N,16,,0,0,
B20121216SUN_069550_C..N04R,11:58:30,11:58:30,A40N,16,,0,0,
B20121216SUN_062450_C..S04R,11:02:30,11:02:30,A40S,25,,0,0,
B20121216SUN_070550_C..N04R,12:08:30,12:08:30,A40N,16,,0,0,
B20121216SUN_063900_C..S04R,11:17:30,11:17:30,A40S,25,,0,0,
B20121216SUN_071550_C..N04R,12:18:30,12:18:30,A40N,16,,0,0,
B20121216SUN_064900_C..S04R,11:27:30,11:27:30,A40S,25,,0,0,
B20121216SUN_072550_C..N04R,12:28:30,12:28:30,A40N,16,,0,0,
B20121216SUN_065900_C..S04R,11:37:30,11:37:30,A40S,25,,0,0,
B20121216SUN_073550_C..N04R,12:38:30,12:38:30,A40N,16,,0,0,
B20121216SUN_066900_C..S04R,11:47:30,11:47:30,A40S,25,,0,0,
B20121216SUN_074550_C..N04R,12:48:30,12:48:30,A40N,16,,0,0,
B20121216SUN_067900_C..S04R,11:57:30,11:57:30,A40S,25,,0,0,
B20121216SUN_075550_C..N04R,12:58:30,12:58:30,A40N,16,,0,0,
B20121216SUN_068900_C..S04R,12:07:30,12:07:30,A40S,25,,0,0,
B20121216SUN_076550_C..N04R,13:08:30,13:08:30,A40N,16,,0,0,
B20121216SUN_069900_C..S04R,12:17:30,12:17:30,A40S,25,,0,0,
B20121216SUN_077550_C..N04R,13:18:30,13:18:30,A40N,16,,0,0,
B20121216SUN_070900_C..S04R,12:27:30,12:27:30,A40S,25,,0,0,
B20121216SUN_078550_C..N04R,13:28:30,13:28:30,A40N,16,,0,0,
B20121216SUN_071900_C..S04R,12:37:30,12:37:30,A40S,25,,0,0,
B20121216SUN_079550_C..N04R,13:38:30,13:38:30,A40N,16,,0,0,
B20121216SUN_072900_C..S04R,12:47:30,12:47:30,A40S,25,,0,0,
B20121216SUN_080550_C..N04R,13:48:30,13:48:30,A40N,16,,0,0,
B20121216SUN_073900_C..S04R,12:57:30,12:57:30,A40S,25,,0,0,
B20121216SUN_081550_C..N04R,13:58:30,13:58:30,A40N,16,,0,0,
B20121216SUN_074900_C..S04R,13:07:30,13:07:30,A40S,25,,0,0,
B20121216SUN_082550_C..N04R,14:08:30,14:08:30,A40N,16,,0,0,
B20121216SUN_075900_C..S04R,13:17:30,13:17:30,A40S,25,,0,0,
B20121216SUN_083550_C..N04R,14:18:30,14:18:30,A40N,16,,0,0,
B20121216SUN_076900_C..S04R,13:27:30,13:27:30,A40S,25,,0,0,
B20121216SUN_084550_C..N04R,14:28:30,14:28:30,A40N,16,,0,0,
B20121216SUN_077900_C..S04R,13:37:30,13:37:30,A40S,25,,0,0,
B20121216SUN_085550_C..N04R,14:38:30,14:38:30,A40N,16,,0,0,
B20121216SUN_078900_C..S04R,13:47:30,13:47:30,A40S,25,,0,0,
B20121216SUN_086550_C..N04R,14:48:30,14:48:30,A40N,16,,0,0,
B20121216SUN_079900_C..S04R,13:57:30,13:57:30,A40S,25,,0,0,
B20121216SUN_087550_C..N04R,14:58:30,14:58:30,A40N,16,,0,0,
B20121216SUN_080900_C..S04R,14:07:30,14:07:30,A40S,25,,0,0,
B20121216SUN_088550_C..N04R,15:08:30,15:08:30,A40N,16,,0,0,
B20121216SUN_081900_C..S04R,14:17:30,14:17:30,A40S,25,,0,0,
B20121216SUN_089550_C..N04R,15:18:30,15:18:30,A40N,16,,0,0,
B20121216SUN_082900_C..S04R,14:27:30,14:27:30,A40S,25,,0,0,
B20121216SUN_090550_C..N04R,15:28:30,15:28:30,A40N,16,,0,0,
B20121216SUN_083900_C..S04R,14:37:30,14:37:30,A40S,25,,0,0,
B20121216SUN_091550_C..N04R,15:38:30,15:38:30,A40N,16,,0,0,
B20121216SUN_084900_C..S04R,14:47:30,14:47:30,A40S,25,,0,0,
B20121216SUN_092550_C..N04R,15:48:30,15:48:30,A40N,16,,0,0,
B20121216SUN_085900_C..S04R,14:57:30,14:57:30,A40S,25,,0,0,
B20121216SUN_093550_C..N04R,15:58:30,15:58:30,A40N,16,,0,0,
B20121216SUN_086900_C..S04R,15:07:30,15:07:30,A40S,25,,0,0,
B20121216SUN_094550_C..N04R,16:08:30,16:08:30,A40N,16,,0,0,
B20121216SUN_087900_C..S04R,15:17:30,15:17:30,A40S,25,,0,0,
B20121216SUN_095550_C..N04R,16:18:30,16:18:30,A40N,16,,0,0,
B20121216SUN_088900_C..S04R,15:27:30,15:27:30,A40S,25,,0,0,
B20121216SUN_096550_C..N04R,16:28:30,16:28:30,A40N,16,,0,0,
B20121216SUN_089900_C..S04R,15:37:30,15:37:30,A40S,25,,0,0,
B20121216SUN_097550_C..N04R,16:38:30,16:38:30,A40N,16,,0,0,
B20121216SUN_090900_C..S04R,15:47:30,15:47:30,A40S,25,,0,0,
B20121216SUN_098550_C..N04R,16:48:30,16:48:30,A40N,16,,0,0,
B20121216SUN_091900_C..S04R,15:57:30,15:57:30,A40S,25,,0,0,
B20121216SUN_099550_C..N04R,16:58:30,16:58:30,A40N,16,,0,0,
B20121216SUN_092900_C..S04R,16:07:30,16:07:30,A40S,25,,0,0,
B20121216SUN_100550_C..N04R,17:08:30,17:08:30,A40N,16,,0,0,
B20121216SUN_093900_C..S04R,16:17:30,16:17:30,A40S,25,,0,0,
B20121216SUN_101550_C..N04R,17:18:30,17:18:30,A40N,16,,0,0,
B20121216SUN_094900_C..S04R,16:27:30,16:27:30,A40S,25,,0,0,
B20121216SUN_102650_C..N04R,17:29:30,17:29:30,A40N,16,,0,0,
B20121216SUN_095900_C..S04R,16:37:30,16:37:30,A40S,25,,0,0,
B20121216SUN_103850_C..N04R,17:41:30,17:41:30,A40N,16,,0,0,
B20121216SUN_096900_C..S04R,16:47:30,16:47:30,A40S,25,,0,0,
B20121216SUN_097900_C..S04R,16:57:30,16:57:30,A40S,25,,0,0,
B20121216SUN_105350_C..N04R,17:56:30,17:56:30,A40N,16,,0,0,
B20121216SUN_098900_C..S04R,17:07:30,17:07:30,A40S,25,,0,0,
B20121216SUN_106450_C..N04R,18:07:30,18:07:30,A40N,16,,0,0,
B20121216SUN_099900_C..S04R,17:17:30,17:17:30,A40S,25,,0,0,
B20121216SUN_107550_C..N04R,18:18:30,18:18:30,A40N,16,,0,0,
B20121216SUN_100900_C..S04R,17:27:30,17:27:30,A40S,25,,0,0,
B20121216SUN_108750_C..N04R,18:30:30,18:30:30,A40N,16,,0,0,
B20121216SUN_101900_C..S04R,17:37:30,17:37:30,A40S,25,,0,0,
B20121216SUN_109850_C..N04R,18:41:30,18:41:30,A40N,16,,0,0,
B20121216SUN_102900_C..S04R,17:47:30,17:47:30,A40S,25,,0,0,
B20121216SUN_110850_C..N04R,18:51:30,18:51:30,A40N,16,,0,0,
B20121216SUN_103950_C..S04R,17:57:30,17:57:30,A40S,25,,0,0,
B20121216SUN_112350_C..N04R,19:06:30,19:06:30,A40N,16,,0,0,
B20121216SUN_105250_C..S04R,18:12:30,18:12:30,A40S,25,,0,0,
B20121216SUN_113550_C..N04R,19:18:30,19:18:30,A40N,16,,0,0,
B20121216SUN_106450_C..S04R,18:23:00,18:23:00,A40S,25,,0,0,
B20121216SUN_114750_C..N04R,19:30:30,19:30:30,A40N,16,,0,0,
B20121216SUN_107550_C..S04R,18:33:30,18:33:30,A40S,25,,0,0,
B20121216SUN_115850_C..N04R,19:41:30,19:41:30,A40N,16,,0,0,
B20121216SUN_108750_C..S04R,18:47:30,18:47:30,A40S,25,,0,0,
B20121216SUN_117250_C..N04R,19:55:30,19:55:30,A40N,16,,0,0,
B20121216SUN_110050_C..S04R,18:58:30,18:58:30,A40S,25,,0,0,
B20121216SUN_118350_C..N04R,20:06:30,20:06:30,A40N,16,,0,0,
B20121216SUN_111300_C..S04R,19:12:30,19:12:30,A40S,25,,0,0,
B20121216SUN_119550_C..N04R,20:18:30,20:18:30,A40N,16,,0,0,
B20121216SUN_112450_C..S04R,19:22:30,19:22:30,A40S,25,,0,0,
B20121216SUN_120750_C..N04R,20:30:30,20:30:30,A40N,16,,0,0,
B20121216SUN_113550_C..S04R,19:33:30,19:33:30,A40S,25,,0,0,
B20121216SUN_121850_C..N04R,20:41:30,20:41:30,A40N,16,,0,0,
B20121216SUN_114950_C..S04R,19:47:30,19:47:30,A40S,25,,0,0,
B20121216SUN_123250_C..N04R,20:55:30,20:55:30,A40N,16,,0,0,
B20121216SUN_116050_C..S04R,19:58:30,19:58:30,A40S,25,,0,0,
B20121216SUN_124350_C..N04R,21:06:30,21:06:30,A40N,16,,0,0,
B20121216SUN_117250_C..S04R,20:12:30,20:12:30,A40S,25,,0,0,
B20121216SUN_125550_C..N04R,21:18:30,21:18:30,A40N,16,,0,0,
B20121216SUN_118450_C..S04R,20:22:30,20:22:30,A40S,25,,0,0,
B20121216SUN_126750_C..N04R,21:30:30,21:30:30,A40N,16,,0,0,
B20121216SUN_119650_C..S04R,20:34:30,20:34:30,A40S,25,,0,0,
B20121216SUN_127950_C..N04R,21:42:30,21:42:30,A40N,16,,0,0,
B20121216SUN_120800_C..S04R,20:46:00,20:46:00,A40S,25,,0,0,
B20121216SUN_129150_C..N04R,21:54:30,21:54:30,A40N,16,,0,0,
B20121216SUN_122000_C..S04R,20:58:00,20:58:00,A40S,25,,0,0,
B20121216SUN_130350_C..N04R,22:06:30,22:06:30,A40N,16,,0,0,
B20121216SUN_123000_C..S04R,21:08:00,21:08:00,A40S,25,,0,0,
B20121216SUN_131550_C..N04R,22:18:30,22:18:30,A40N,16,,0,0,
B20121216SUN_124400_C..S04R,21:22:00,21:22:00,A40S,25,,0,0,
B20121216SUN_132750_C..N04R,22:31:30,22:31:30,A40N,16,,0,0,
B20121216SUN_125600_C..S04R,21:34:00,21:34:00,A40S,25,,0,0,
B20121216SUN_134200_C..N04R,22:45:00,22:45:00,A40N,16,,0,0,
B20121216SUN_126700_C..S04R,21:45:00,21:45:00,A40S,25,,0,0,
B20121216SUN_128000_C..S04R,21:58:00,21:58:00,A40S,25,,0,0,
B20121216SUN_129050_C..S04R,22:08:30,22:08:30,A40S,25,,0,0,
B20121216SUN_130450_C..S04R,22:22:30,22:22:30,A40S,25,,0,0,
B20121216SUN_131650_C..S04R,22:34:30,22:34:30,A40S,25,,0,0,
B20121216SUN_133000_C..S04R,22:49:30,22:49:30,A40S,25,,0,0,
B20121216WKD_000900_F..S69R,00:59:30,00:59:30,F18S,24,,0,0,
B20121216WKD_012150_F..N69R,02:35:30,02:35:30,F18N,22,,0,0,
B20121216WKD_002900_F..S69R,01:19:30,01:19:30,F18S,24,,0,0,
B20121216WKD_014150_F..N69R,02:55:30,02:55:30,F18N,22,,0,0,
B20121216WKD_004900_F..S69R,01:39:30,01:39:30,F18S,24,,0,0,
B20121216WKD_016150_F..N69R,03:15:30,03:15:30,F18N,22,,0,0,
B20121216WKD_006900_F..S69R,01:59:30,01:59:30,F18S,24,,0,0,
B20121216WKD_018150_F..N69R,03:35:30,03:35:30,F18N,22,,0,0,
B20121216WKD_008900_F..S69R,02:19:30,02:19:30,F18S,24,,0,0,
B20121216WKD_020150_F..N69R,03:55:30,03:55:30,F18N,22,,0,0,
B20121216WKD_010900_F..S69R,02:39:30,02:39:30,F18S,24,,0,0,
B20121216WKD_022150_F..N69R,04:15:30,04:15:30,F18N,22,,0,0,
B20121216WKD_012900_F..S69R,02:59:30,02:59:30,F18S,24,,0,0,
B20121216WKD_024150_F..N69R,04:35:30,04:35:30,F18N,22,,0,0,
B20121216WKD_014900_F..S69R,03:19:30,03:19:30,F18S,24,,0,0,
B20121216WKD_026150_F..N69R,04:55:30,04:55:30,F18N,22,,0,0,
B20121216WKD_016900_F..S69R,03:39:30,03:39:30,F18S,24,,0,0,
B20121216WKD_028050_F..N69R,05:15:30,05:15:30,F18N,22,,0,0,
B20121216WKD_018900_F..S69R,03:59:30,03:59:30,F18S,24,,0,0,
B20121216WKD_029450_F..N69R,05:29:30,05:29:30,F18N,22,,0,0,
B20121216WKD_030850_F..N69R,05:43:30,05:43:30,F18N,22,,0,0,
B20121216WKD_020900_F..S69R,04:19:30,04:19:30,F18S,24,,0,0,
B20121216WKD_032050_F..N69R,05:55:30,05:55:30,F18N,22,,0,0,
B20121216WKD_022900_F..S69R,04:39:30,04:39:30,F18S,24,,0,0,
B20121216WKD_033200_F..N69R,06:07:30,06:07:30,F18N,22,,0,0,
B20121216WKD_034400_F..N69R,06:19:30,06:19:30,F18N,22,,0,0,
B20121216WKD_024900_F..S69R,04:59:30,04:59:30,F18S,24,,0,0,
B20121216WKD_035350_F..N69R,06:29:30,06:29:30,F18N,22,,0,0,
B20121216WKD_036300_F..N69R,06:40:00,06:40:00,F18N,22,,0,0,
B20121216WKD_026900_F..S69R,05:19:30,05:19:30,F18S,24,,0,0,
B20121216WKD_037300_F..N69R,06:50:00,06:50:00,F18N,22,,0,0,
B20121216WKD_038000_F..N69R,06:57:30,06:57:30,F18N,22,,0,0,
B20121216WKD_039200_F..N75R,07:04:30,07:04:30,F18N,19,,0,0,
B20121216WKD_028900_F..S69R,05:39:30,05:39:30,F18S,24,,0,0,
B20121216WKD_039250_F..N69R,07:10:30,07:10:30,F18N,22,,0,0,
B20121216WKD_040400_F..N75R,07:16:30,07:16:30,F18N,19,,0,0,
B20121216WKD_030250_F..S69R,05:55:00,05:55:00,F18S,24,,0,0,
B20121216WKD_040450_F..N69R,07:22:30,07:22:30,F18N,22,,0,0,
B20121216WKD_041600_F..N75R,07:29:30,07:29:30,F18N,19,,0,0,
B20121216WKD_031650_F..S69R,06:07:00,06:07:00,F18S,24,,0,0,
B20121216WKD_041650_F..N69R,07:34:30,07:34:30,F18N,22,,0,0,
B20121216WKD_042700_F..N75R,07:39:30,07:39:30,F18N,19,,0,0,
B20121216WKD_032850_F..S69R,06:19:30,06:19:30,F18S,24,,0,0,
B20121216WKD_042650_F..N69R,07:44:30,07:44:30,F18N,22,,0,0,
B20121216WKD_043700_F..N75R,07:49:30,07:49:30,F18N,19,,0,0,
B20121216WKD_043650_F..N69R,07:54:30,07:54:30,F18N,22,,0,0,
B20121216WKD_044700_F..N75R,07:59:30,07:59:30,F18N,19,,0,0,
B20121216WKD_034050_F..S69R,06:31:30,06:31:30,F18S,24,,0,0,
B20121216WKD_044650_F..N69R,08:04:30,08:04:30,F18N,22,,0,0,
B20121216WKD_035050_F..S69R,06:41:30,06:41:30,F18S,24,,0,0,
B20121216WKD_045050_F..N69R,08:09:30,08:09:30,F18N,22,,0,0,
B20121216WKD_046100_F..N75R,08:14:30,08:14:30,F18N,19,,0,0,
B20121216WKD_035950_F..S69R,06:51:30,06:51:30,F18S,24,,0,0,
B20121216WKD_046050_F..N69R,08:19:30,08:19:30,F18N,22,,0,0,
B20121216WKD_047000_F..N75R,08:23:30,08:23:30,F18N,19,,0,0,
B20121216WKD_036700_F..S69R,07:00:00,07:00:00,F18S,24,,0,0,
B20121216WKD_046850_F..N69R,08:27:30,08:27:30,F18N,22,,0,0,
B20121216WKD_048200_F..N68R,08:31:30,08:31:30,F18N,17,,0,0,
B20121216WKD_037450_F..S69R,07:07:00,07:07:00,F18S,24,,0,0,
B20121216WKD_047650_F..N69R,08:35:30,08:35:30,F18N,22,,0,0,
B20121216WKD_049000_F..N68R,08:39:30,08:39:30,F18N,17,,0,0,
B20121216WKD_038100_F..S69R,07:13:30,07:13:30,F18S,24,,0,0,
B20121216WKD_048450_F..N69R,08:43:30,08:43:30,F18N,22,,0,0,
B20121216WKD_038700_F..S69R,07:19:30,07:19:30,F18S,24,,0,0,
B20121216WKD_049000_F..N69R,08:48:30,08:48:30,F18N,22,,0,0,
B20121216WKD_050450_F..N68R,08:53:30,08:53:30,F18N,17,,0,0,
B20121216WKD_039300_F..S70R,07:25:30,07:25:30,F18S,24,,0,0,
B20121216WKD_039800_F..S69R,07:31:30,07:31:30,F18S,24,,0,0,
B20121216WKD_050050_F..N69R,08:58:30,08:58:30,F18N,22,,0,0,
B20121216WKD_051400_F..N68R,09:03:30,09:03:30,F18N,17,,0,0,
B20121216WKD_040400_F..S70R,07:37:30,07:37:30,F18S,24,,0,0,
B20121216WKD_040850_F..S69R,07:44:00,07:44:00,F18S,24,,0,0,
B20121216WKD_051050_F..N69R,09:09:30,09:09:30,F18N,22,,0,0,
B20121216WKD_052500_F..N68R,09:13:30,09:13:30,F18N,17,,0,0,
B20121216WKD_041300_F..S70R,07:47:30,07:47:30,F18S,24,,0,0,
B20121216WKD_041800_F..S69R,07:53:30,07:53:30,F18S,24,,0,0,
B20121216WKD_052150_F..N69R,09:19:30,09:19:30,F18N,22,,0,0,
B20121216WKD_042250_F..S70R,07:59:00,07:59:00,F18S,24,,0,0,
B20121216WKD_042650_F..S69R,08:02:30,08:02:30,F18S,24,,0,0,
B20121216WKD_052750_F..N69R,09:25:30,09:25:30,F18N,22,,0,0,
B20121216WKD_054300_F..N68R,09:31:30,09:31:30,F18N,17,,0,0,
B20121216WKD_043050_F..S70R,08:07:30,08:07:30,F18S,24,,0,0,
B20121216WKD_043400_F..S69R,08:11:00,08:11:00,F18S,24,,0,0,
B20121216WKD_054000_F..N69R,09:37:30,09:37:30,F18N,22,,0,0,
B20121216WKD_043750_F..S69R,08:16:00,08:16:00,F18S,24,,0,0,
B20121216WKD_054650_F..N69R,09:43:30,09:43:30,F18N,22,,0,0,
B20121216WKD_044150_F..S70R,08:19:30,08:19:30,F18S,24,,0,0,
B20121216WKD_044550_F..S69R,08:24:00,08:24:00,F18S,24,,0,0,
B20121216WKD_055300_F..N69R,09:49:30,09:49:30,F18N,22,,0,0,
B20121216WKD_044950_F..S70R,08:28:00,08:28:00,F18S,24,,0,0,
B20121216WKD_045350_F..S69R,08:31:30,08:31:30,F18S,24,,0,0,
B20121216WKD_056000_F..N69R,09:56:30,09:56:30,F18N,22,,0,0,
B20121216WKD_045750_F..S69R,08:36:30,08:36:30,F18S,24,,0,0,
B20121216WKD_056700_F..N69R,10:03:30,10:03:30,F18N,22,,0,0,
B20121216WKD_046150_F..S70R,08:41:00,08:41:00,F18S,24,,0,0,
B20121216WKD_046550_F..S69R,08:43:30,08:43:30,F18S,24,,0,0,
B20121216WKD_057500_F..N69R,10:11:30,10:11:30,F18N,22,,0,0,
B20121216WKD_046950_F..S70R,08:49:00,08:49:00,F18S,24,,0,0,
B20121216WKD_047350_F..S69R,08:53:00,08:53:00,F18S,24,,0,0,
B20121216WKD_058300_F..N69R,10:19:30,10:19:30,F18N,22,,0,0,
B20121216WKD_047750_F..S70R,08:55:30,08:55:30,F18S,24,,0,0,
B20121216WKD_048150_F..S69R,09:01:00,09:01:00,F18S,24,,0,0,
B20121216WKD_058900_F..N69R,10:25:30,10:25:30,F18N,22,,0,0,
B20121216WKD_048550_F..S70R,09:05:00,09:05:00,F18S,24,,0,0,
B20121216WKD_048950_F..S69R,09:07:30,09:07:30,F18S,24,,0,0,
B20121216WKD_059850_F..N69R,10:34:30,10:34:30,F18N,22,,0,0,
B20121216WKD_049350_F..S70R,09:13:00,09:13:00,F18S,24,,0,0,
B20121216WKD_049750_F..S69R,09:17:00,09:17:00,F18S,24,,0,0,
B20121216WKD_060400_F..N69R,10:40:00,10:40:00,F18N,22,,0,0,
B20121216WKD_050150_F..S70R,09:19:30,09:19:30,F18S,24,,0,0,
B20121216WKD_050700_F..S69R,09:25:00,09:25:00,F18S,24,,0,0,
B20121216WKD_061150_F..N69R,10:48:00,10:48:00,F18N,22,,0,0,
B20121216WKD_051200_F..S70R,09:28:30,09:28:30,F18S,24,,0,0,
B20121216WKD_051750_F..S69R,09:34:00,09:34:00,F18S,24,,0,0,
B20121216WKD_061950_F..N69R,10:55:30,10:55:30,F18N,22,,0,0,
B20121216WKD_052350_F..S69R,09:37:30,09:37:30,F18S,24,,0,0,
B20121216WKD_062850_F..N69R,11:04:30,11:04:30,F18N,22,,0,0,
B20121216WKD_052850_F..S70R,09:44:00,09:44:00,F18S,24,,0,0,
B20121216WKD_053350_F..S69R,09:47:00,09:47:00,F18S,24,,0,0,
B20121216WKD_063400_F..N69R,11:10:00,11:10:00,F18N,22,,0,0,
B20121216WKD_053950_F..S69R,09:53:30,09:53:30,F18S,24,,0,0,
B20121216WKD_064100_F..N69R,11:17:00,11:17:00,F18N,22,,0,0,
B20121216WKD_054450_F..S70R,09:57:00,09:57:00,F18S,24,,0,0,
B20121216WKD_054950_F..S69R,10:03:30,10:03:30,F18S,24,,0,0,
B20121216WKD_064950_F..N69R,11:25:30,11:25:30,F18N,22,,0,0,
B20121216WKD_055550_F..S69R,10:08:00,10:08:00,F18S,24,,0,0,
B20121216WKD_065750_F..N69R,11:33:00,11:33:00,F18N,22,,0,0,
B20121216WKD_056150_F..S70R,10:14:00,10:14:00,F18S,24,,0,0,
B20121216WKD_056750_F..S69R,10:20:30,10:20:30,F18S,24,,0,0,
B20121216WKD_066500_F..N69R,11:40:30,11:40:30,F18N,22,,0,0,
B20121216WKD_057350_F..S69R,10:26:00,10:26:00,F18S,24,,0,0,
B20121216WKD_067200_F..N69R,11:48:00,11:48:00,F18N,22,,0,0,
B20121216WKD_057950_F..S69R,10:32:30,10:32:30,F18S,24,,0,0,
B20121216WKD_068000_F..N69R,11:55:30,11:55:30,F18N,22,,0,0,
B20121216WKD_058550_F..S69R,10:38:00,10:38:00,F18S,24,,0,0,
B20121216WKD_068750_F..N69R,12:03:00,12:03:00,F18N,22,,0,0,
B20121216WKD_059150_F..S70R,10:44:00,10:44:00,F18S,24,,0,0,
B20121216WKD_059750_F..S69R,10:50:30,10:50:30,F18S,24,,0,0,
B20121216WKD_069500_F..N69R,12:10:30,12:10:30,F18N,22,,0,0,
B20121216WKD_060350_F..S69R,10:56:00,10:56:00,F18S,24,,0,0,
B20121216WKD_070200_F..N69R,12:18:00,12:18:00,F18N,22,,0,0,
B20121216WKD_060950_F..S69R,11:02:30,11:02:30,F18S,24,,0,0,
B20121216WKD_071000_F..N69R,12:25:30,12:25:30,F18N,22,,0,0,
B20121216WKD_061550_F..S69R,11:08:00,11:08:00,F18S,24,,0,0,
B20121216WKD_071800_F..N69R,12:33:00,12:33:00,F18N,22,,0,0,
B20121216WKD_062250_F..S69R,11:15:00,11:15:00,F18S,24,,0,0,
B20121216WKD_072550_F..N69R,12:40:30,12:40:30,F18N,22,,0,0,
B20121216WKD_063000_F..S69R,11:22:30,11:22:30,F18S,24,,0,0,
B20121216WKD_073250_F..N69R,12:48:00,12:48:00,F18N,22,,0,0,
B20121216WKD_063750_F..S69R,11:30:30,11:30:30,F18S,24,,0,0,
B20121216WKD_074050_F..N69R,12:55:30,12:55:30,F18N,22,,0,0,
B20121216WKD_064500_F..S69R,11:37:30,11:37:30,F18S,24,,0,0,
B20121216WKD_074800_F..N69R,13:03:00,13:03:00,F18N,22,,0,0,
B20121216WKD_065250_F..S69R,11:45:00,11:45:00,F18S,24,,0,0,
